geo_id,geo_display_label
5001500US4803,"Congressional District 3 (115th Congress), Texas"
5001500US4804,"Congressional District 4 (115th Congress), Texas"
5001500US4805,"Congressional District 5 (115th Congress), Texas"
5001500US4806,"Congressional District 6 (115th Congress), Texas"
5001500US4807,"Congressional District 7 (115th Congress), Texas"
5001500US4808,"Congressional District 8 (115th Congress), Texas"
5001500US4809,"Congressional District 9 (115th Congress), Texas"
5001500US4810,"Congressional District 10 (115th Congress), Texas"
5001500US4811,"Congressional District 11 (115th Congress), Texas"
5001500US4812,"Congressional District 12 (115th Congress), Texas"
5001500US4813,"Congressional District 13 (115th Congress), Texas"
5001500US4814,"Congressional District 14 (115th Congress), Texas"
5001500US4815,"Congressional District 15 (115th Congress), Texas"
5001500US4816,"Congressional District 16 (115th Congress), Texas"
5001500US4817,"Congressional District 17 (115th Congress), Texas"
5001500US4818,"Congressional District 18 (115th Congress), Texas"
5001500US4819,"Congressional District 19 (115th Congress), Texas"
5001500US4820,"Congressional District 20 (115th Congress), Texas"
5001500US4821,"Congressional District 21 (115th Congress), Texas"
5001500US4822,"Congressional District 22 (115th Congress), Texas"
5001500US4823,"Congressional District 23 (115th Congress), Texas"
5001500US4824,"Congressional District 24 (115th Congress), Texas"
5001500US4825,"Congressional District 25 (115th Congress), Texas"
5001500US4826,"Congressional District 26 (115th Congress), Texas"
5001500US4827,"Congressional District 27 (115th Congress), Texas"
5001500US4828,"Congressional District 28 (115th Congress), Texas"
5001500US4829,"Congressional District 29 (115th Congress), Texas"
5001500US4830,"Congressional District 30 (115th Congress), Texas"
5001500US4831,"Congressional District 31 (115th Congress), Texas"
5001500US4832,"Congressional District 32 (115th Congress), Texas"
5001500US4833,"Congressional District 33 (115th Congress), Texas"
5001500US4834,"Congressional District 34 (115th Congress), Texas"
5001500US4835,"Congressional District 35 (115th Congress), Texas"
5001500US4836,"Congressional District 36 (115th Congress), Texas"
5001500US4901,"Congressional District 1 (115th Congress), Utah"
5001500US4902,"Congressional District 2 (115th Congress), Utah"
5001500US4903,"Congressional District 3 (115th Congress), Utah"
5001500US4904,"Congressional District 4 (115th Congress), Utah"
5001500US5000,"Congressional District (at Large) (115th Congress), Vermont"
5001500US5101,"Congressional District 1 (115th Congress), Virginia"
5001500US5102,"Congressional District 2 (115th Congress), Virginia"
5001500US5103,"Congressional District 3 (115th Congress), Virginia"
5001500US5104,"Congressional District 4 (115th Congress), Virginia"
5001500US5105,"Congressional District 5 (115th Congress), Virginia"
5001500US5106,"Congressional District 6 (115th Congress), Virginia"
5001500US5107,"Congressional District 7 (115th Congress), Virginia"
5001500US5108,"Congressional District 8 (115th Congress), Virginia"
5001500US5109,"Congressional District 9 (115th Congress), Virginia"
5001500US5110,"Congressional District 10 (115th Congress), Virginia"
5001500US5111,"Congressional District 11 (115th Congress), Virginia"
5001500US5301,"Congressional District 1 (115th Congress), Washington"
5001500US5302,"Congressional District 2 (115th Congress), Washington"
5001500US5303,"Congressional District 3 (115th Congress), Washington"
5001500US5304,"Congressional District 4 (115th Congress), Washington"
5001500US5305,"Congressional District 5 (115th Congress), Washington"
5001500US5306,"Congressional District 6 (115th Congress), Washington"
5001500US5307,"Congressional District 7 (115th Congress), Washington"
5001500US5308,"Congressional District 8 (115th Congress), Washington"
5001500US5309,"Congressional District 9 (115th Congress), Washington"
5001500US5310,"Congressional District 10 (115th Congress), Washington"
5001500US5401,"Congressional District 1 (115th Congress), West Virginia"
5001500US5402,"Congressional District 2 (115th Congress), West Virginia"
5001500US5403,"Congressional District 3 (115th Congress), West Virginia"
5001500US5501,"Congressional District 1 (115th Congress), Wisconsin"
5001500US5502,"Congressional District 2 (115th Congress), Wisconsin"
5001500US5503,"Congressional District 3 (115th Congress), Wisconsin"
5001500US5504,"Congressional District 4 (115th Congress), Wisconsin"
5001500US5505,"Congressional District 5 (115th Congress), Wisconsin"
5001500US5506,"Congressional District 6 (115th Congress), Wisconsin"
5001500US5507,"Congressional District 7 (115th Congress), Wisconsin"
5001500US5508,"Congressional District 8 (115th Congress), Wisconsin"
5001500US5600,"Congressional District (at Large) (115th Congress), Wyoming"
